Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
National,National,Health Insurance,Insured,Up-to-date,Yes,October Week 2,,18.6811,0.8134,84966,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",17.9 - 19.5,,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Received a vaccination,October Week 2,,18.6811,0.8134,84966,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",17.9 - 19.5,1,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,32.8878,2.1154,12164,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",30.8 - 35,2,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,21.1486,1.9277,12164,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",19.2 - 23.1,3,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,27.2825,2.0519,12164,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",25.2 - 29.3,4,8,16,1,3,3010816
National,National,Health Insurance,Uninsured,Up-to-date,Yes,October Week 2,,8.2263,1.6637,7309,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",6.6 - 9.9,,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 2,,8.2263,1.6637,7309,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",6.6 - 9.9,1,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,14.1058,4.3801,945,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",9.7 - 18.5,2,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,35.5712,6.5096,945,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",29.1 - 42.1,3,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,42.0966,6.4837,945,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",35.6 - 48.6,4,8,17,1,3,3010817
National,National,Gender Identity,Cisgender,Up-to-date,Yes,October Week 2,,17.5982,0.7597,92630,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",16.8 - 18.4,,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Received a vaccination,October Week 2,,17.5982,0.7597,92630,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",16.8 - 18.4,1,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,30.7942,1.9749,13125,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",28.8 - 32.8,2,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,22.9982,1.913,13125,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",21.1 - 24.9,3,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,28.6094,1.9808,13125,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",26.6 - 30.6,4,7,14,1,3,3010714
National,National,Gender Identity,Don't Know/Refused,Up-to-date,Yes,October Week 2,,21.3651,8.4804,871,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",12.9 - 29.8,,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,October Week 2,,21.3651,8.4804,871,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",12.9 - 29.8,1,7,39,1,3,3010739
State,Indiana,Overall,Overall,Up-to-date,Yes,October Week 1,,12.4842,5.4525,1190,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall",7 - 17.9,,1,1,27,3,3270101
State,Indiana,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,12.4842,5.4525,1190,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall",7 - 17.9,1,1,1,27,3,3270101
State,Indiana,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,32.7308,7.6979,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall",25 - 40.4,2,1,1,27,3,3270101
State,Indiana,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,28.3024,7.399,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall",20.9 - 35.7,3,1,1,27,3,3270101
State,Indiana,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,26.4826,7.158,169,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall",19.3 - 33.6,4,1,1,27,3,3270101
State,Iowa,Overall,Overall,Up-to-date,Yes,October Week 1,,11.7088,3.1726,1260,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",8.5 - 14.9,,1,1,28,3,3280101
State,Iowa,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,11.7088,3.1726,1260,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",8.5 - 14.9,1,1,1,28,3,3280101
State,Iowa,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,36.0573,5.0633,438,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",31 - 41.1,2,1,1,28,3,3280101
State,Iowa,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,22.7529,4.7102,438,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",18 - 27.5,3,1,1,28,3,3280101
State,Iowa,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,29.481,4.9811,438,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall",24.5 - 34.5,4,1,1,28,3,3280101
State,Kansas,Overall,Overall,Up-to-date,Yes,October Week 1,,12.558,3.5116,2070,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",9 - 16.1,,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,12.558,3.5116,2070,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",9 - 16.1,1,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,35.167,5.0276,420,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",30.1 - 40.2,2,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,19.3252,4.4932,420,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",14.8 - 23.8,3,1,1,29,3,3290101
State,Kansas,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,32.9499,5.2879,420,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall",27.7 - 38.2,4,1,1,29,3,3290101
State,Kentucky,Overall,Overall,Up-to-date,Yes,October Week 1,,13.871,2.508,1945,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",11.4 - 16.4,,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,13.871,2.508,1945,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",11.4 - 16.4,1,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,31.9329,3.33,996,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",28.6 - 35.3,2,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,21.8719,3.1696,996,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",18.7 - 25,3,1,1,30,3,3300101
State,Kentucky,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,32.3242,3.5911,996,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall",28.7 - 35.9,4,1,1,30,3,3300101
State,Louisiana,Overall,Overall,Up-to-date,Yes,October Week 1,,12.0994,2.9084,2403,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",9.2 - 15,,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,12.0994,2.9084,2403,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",9.2 - 15,1,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,29.4354,4.6194,554,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",24.8 - 34.1,2,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,21.2583,4.3147,554,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",16.9 - 25.6,3,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,37.2068,5.1721,554,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",32 - 42.4,4,1,1,31,3,3310101
State,Maine,Overall,Overall,Up-to-date,Yes,October Week 1,,13.2858,3.3431,2226,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",9.9 - 16.6,,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,13.2858,3.3431,2226,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",9.9 - 16.6,1,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,41.2161,5.1745,503,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",36 - 46.4,2,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,14.3135,3.4604,503,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",10.9 - 17.8,3,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,31.1846,5.2517,503,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",25.9 - 36.4,4,1,1,32,3,3320101
State,Maryland,Overall,Overall,Up-to-date,Yes,October Week 1,,14.5041,7.2072,1156,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",7.3 - 21.7,,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,14.5041,7.2072,1156,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",7.3 - 21.7,1,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,44.89,10.4815,211,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",34.4 - 55.4,2,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,15.5706,6.4565,211,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",9.1 - 22,3,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,25.0353,9.8841,211,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",15.2 - 34.9,4,1,1,33,3,3330101
State,Massachusetts,Overall,Overall,Up-to-date,Yes,October Week 1,,15.5037,4.4666,2086,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",11 - 20,,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,15.5037,4.4666,2086,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",11 - 20,1,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,45.8524,6.2926,394,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",39.6 - 52.1,2,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,18.8943,4.8192,394,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",14.1 - 23.7,3,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,19.7496,5.277,394,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",14.5 - 25,4,1,1,34,3,3340101
State,Michigan,Overall,Overall,Up-to-date,Yes,October Week 1,,6.0575,4.8533,633,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",1.2 - 10.9,,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,6.0575,4.8533,633,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",1.2 - 10.9,1,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,,26.0995,15.235,46,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",10.9 - 41.3,2,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,,33.0645,11.9353,46,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",21.1 - 45,3,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,,34.7785,10.799,46,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",24 - 45.6,4,1,1,35,3,3350101
State,Minnesota,Overall,Overall,Up-to-date,Yes,October Week 1,,20.1398,3.831,1477,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",16.3 - 24,,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 1,,20.1398,3.831,1477,0,09/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",16.3 - 24,1,1,1,36,3,3360101
State,Michigan,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,9.4737,6.8574,162,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",2.6 - 16.3,3,1,1,35,3,3350101
State,Michigan,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,34.0414,11.4301,162,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall",22.6 - 45.5,4,1,1,35,3,3350101
State,Minnesota,Overall,Overall,Up-to-date,Yes,November Week 1,,37.8522,6.3408,1477,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",31.5 - 44.2,,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,37.8522,6.3408,1477,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",31.5 - 44.2,1,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,15.5448,5.0347,265,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",10.5 - 20.6,2,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,19.0071,6.1716,265,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",12.8 - 25.2,3,1,1,36,3,3360101
State,Minnesota,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,27.5959,6.9381,265,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall",20.7 - 34.5,4,1,1,36,3,3360101
State,Mississippi,Overall,Overall,Up-to-date,Yes,November Week 1,,22.0836,8.8096,1973,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",13.3 - 30.9,,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,22.0836,8.8096,1973,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",13.3 - 30.9,1,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,15.2657,8.0623,84,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",7.2 - 23.3,2,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,16.3203,8.7215,84,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",7.6 - 25,3,1,1,37,3,3370101
State,Mississippi,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,46.3304,13.316,84,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall",33 - 59.6,4,1,1,37,3,3370101
State,Missouri,Overall,Overall,Up-to-date,Yes,November Week 1,,37.5321,15.4372,907,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall",22.1 - 53,,1,1,38,3,3380101
State,Missouri,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,37.5321,15.4372,907,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall",22.1 - 53,1,1,1,38,3,3380101
State,Missouri,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,9.4972,11.3215,74,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall",0 - 20.8,2,1,1,38,3,3380101
State,Missouri,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,25.8408,14.8795,74,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall",11 - 40.7,3,1,1,38,3,3380101
State,Missouri,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,27.1299,15.4425,74,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall",11.7 - 42.6,4,1,1,38,3,3380101
State,Montana,Overall,Overall,Up-to-date,Yes,November Week 1,,33.0253,4.7413,1781,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall",28.3 - 37.8,,1,1,39,3,3390101
State,Montana,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,33.0253,4.7413,1781,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall",28.3 - 37.8,1,1,1,39,3,3390101
State,Montana,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,14.3879,3.6095,416,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall",10.8 - 18,2,1,1,39,3,3390101
State,Montana,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,14.0423,3.7885,416,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall",10.3 - 17.8,3,1,1,39,3,3390101
State,Montana,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,38.5445,5.4002,416,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall",33.1 - 43.9,4,1,1,39,3,3390101
State,Nebraska,Overall,Overall,Up-to-date,Yes,November Week 1,,39.4235,7.0555,1443,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall",32.4 - 46.5,,1,1,40,3,3400101
State,Nebraska,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,39.4235,7.0555,1443,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall",32.4 - 46.5,1,1,1,40,3,3400101
State,Nebraska,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,16.7839,6.3314,200,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall",10.5 - 23.1,2,1,1,40,3,3400101
State,Nebraska,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,17.9336,6.3607,200,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall",11.6 - 24.3,3,1,1,40,3,3400101
State,Nebraska,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,25.859,6.8173,200,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall",19 - 32.7,4,1,1,40,3,3400101
State,Nevada,Overall,Overall,Up-to-date,Yes,November Week 1,,26.6309,4.4247,2483,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall",22.2 - 31.1,,1,1,41,3,3410101
State,Nevada,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,26.6309,4.4247,2483,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall",22.2 - 31.1,1,1,1,41,3,3410101
State,Nevada,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,16.8001,4.8468,281,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall",12 - 21.6,2,1,1,41,3,3410101
State,Nevada,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,25.0627,6.2432,281,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall",18.8 - 31.3,3,1,1,41,3,3410101
State,Nevada,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,31.5063,6.1107,281,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall",25.4 - 37.6,4,1,1,41,3,3410101
State,New Hampshire,Overall,Overall,Up-to-date,Yes,November Week 1,,40.1247,5.119,2231,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall",35 - 45.2,,1,1,42,3,3420101
State,New Hampshire,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,40.1247,5.119,2231,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall",35 - 45.2,1,1,1,42,3,3420101
State,New Hampshire,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,20.7512,4.5233,459,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall",16.2 - 25.3,2,1,1,42,3,3420101
State,New Hampshire,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,16.6133,3.8376,459,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall",12.8 - 20.5,3,1,1,42,3,3420101
State,New Hampshire,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,22.5108,4.8348,459,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall",17.7 - 27.3,4,1,1,42,3,3420101
State,New Jersey,Overall,Overall,Up-to-date,Yes,November Week 1,,38.7183,5.0653,1903,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",33.7 - 43.8,,1,1,43,3,3430101
State,New Jersey,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,38.7183,5.0653,1903,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",33.7 - 43.8,1,1,1,43,3,3430101
State,New Jersey,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,17.6741,3.9093,468,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",13.8 - 21.6,2,1,1,43,3,3430101
State,New Jersey,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,15.5195,4.1192,468,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",11.4 - 19.6,3,1,1,43,3,3430101
State,New Jersey,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,28.088,5.0039,468,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",23.1 - 33.1,4,1,1,43,3,3430101
State,New Mexico,Overall,Overall,Up-to-date,Yes,November Week 1,,34.8351,9.0592,2434,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",25.8 - 43.9,,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,34.8351,9.0592,2434,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",25.8 - 43.9,1,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,10.9979,5.9248,117,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",5.1 - 16.9,2,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,,24.5845,9.5717,117,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",15 - 34.2,3,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,,29.5826,11.002,117,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",18.6 - 40.6,4,1,1,44,3,3440101
State,New York,Overall,Overall,Up-to-date,Yes,November Week 1,,30.9329,4.3267,2420,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",26.6 - 35.3,,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Received a vaccination,November Week 1,,30.9329,4.3267,2420,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",26.6 - 35.3,1,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,,20.7137,4.6306,479,0,11/04/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",16.1 - 25.3,2,1,1,45,3,3450101
